EstName,PhoneNoEst,EMail,OWNER,MailAddr1,MailAddr2,MailCity,MailZip,EstType1,Description,Location 1
GARDEN CAFE,401 ATKINSON DRIVE,HONOLULU,,,LISA NGUYEN,401 ATKINSON DRIVE,96814,TAKE OUT (RESTAURANT),,"401 ATKINSON DRIVE
HONOLULU, HAWAII 96814
(21.28954501201474, -157.84033958055443)"
GATE 60 STARBUCKS,300 RODGERS BOULEVARD,HONOLULU,(808)836-2566,,HOST HONOLULU JOINT VENTURE COMPANY,300 RODGERS BOULEVARD,96819,TAKE OUT (RESTAURANT),,"300 RODGERS BOULEVARD
HONOLULU, HAWAII 96819
(21.335604930654792, -157.91871398519555)"
GOLDEN BOWL RESTAURANT,1229 KEEAUMOKU STREET,HONOLULU,(808)941-6097,,"THOMAS DANG, INC.",2417 LANAI STREET,96817,TAKE OUT (RESTAURANT),,"1229 KEEAUMOKU STREET
HONOLULU, HAWAII 96817
(21.30092143568538, -157.83917945513664)"
GENKI SUSHI EXPRESS,4561 SALT LAKE BOULEVARD,HONOLULU,(808)488-9202,kk.republichawaii@gmail.com,"REPUBLIC INTERNATIONAL, INC.",4561 SALT LAKE BOULEVARD,96818,TAKE OUT (RESTAURANT),,"4561 SALT LAKE BOULEVARD
HONOLULU, HAWAII 96818
(21.365303899762978, -157.92906669196518)"
GENKI SUSHI,"1200 ALA MOANA BOULEVARD, BAY 3",HONOLULU,(808)523-3315,,"GENKI SUSHI HAWAII, INC.","677 ALA MOANA BOULEVARD, #612",96813,TAKE OUT (RESTAURANT),,"1200 ALA MOANA BOULEVARD, BAY 3
HONOLULU, HAWAII 96813
(21.295579004970595, -157.8590030020338)"
GOLDEN COIN FOOD INDUSTRIES,"654 KEEAUMOKU STREET, #103",HONOLULU,(808)848-0802,,GU INDUSTRIAL & BUSINESS CORPORATION,1814 COLBURN STREET,96819,TAKE OUT (RESTAURANT),,"654 KEEAUMOKU STREET, #103
HONOLULU, HAWAII 96819
(21.29401874009923, -157.84217465547223)"
"GENKI SUSHI HAWAII, INC.",98-450 KAMEHAMEHA HIGHWAY,PEARL CITY,,,"GENKI SUSHI CO., LTD.","677 ALA  MOANA BOULEVARD, #612",96813,TAKE OUT (RESTAURANT),,"98-450 KAMEHAMEHA HIGHWAY
PEARL CITY, HAWAII 96813
(21.310050000107594, -157.85408999985347)"
GOLDEN DYNASTY CHINESE RESTAURANT,2615 SOUTH KING STREET,HONOLULU,,,LEUNG & XIAO ENTERPRISES,2615 SOUTH KING STREET,96826,TAKE OUT (RESTAURANT),,"2615 SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.291658418783584, -157.82145381793913)"
GINGER PARADISE,"2161 KALIA ROAD, #101",HONOLULU,,,"DAI OKIKU, INC.","2161 KALIA ROAD, #101",96815,TAKE OUT (RESTAURANT),,"2161 KALIA ROAD, #101
HONOLULU, HAWAII 96815
(21.279076903593705, -157.83258742466185)"
GLAZER'S COFFEE,2700 SOUTH KING STREET,HONOLULU,(808)391-6548,,SANG HAN,"1450 YOUNG STREET, #2407",96814,TAKE OUT (RESTAURANT),,"2700 SOUTH KING STREET
HONOLULU, HAWAII 96814
(21.301783819076743, -157.84940739559167)"
GENKO-YA,46-047 KAMEHAMEHA HIGHWAY,KANEOHE,(808)236-2030,,"YHL INVESTMENT, INC.","750 KAHEKA STREET, #1502",96814,TAKE OUT (RESTAURANT),,"46-047 KAMEHAMEHA HIGHWAY
KANEOHE, HAWAII 96814
(21.420143068269628, -157.80306814659826)"
GARDEN ISLAND CAFÉ,2908 EAST MANOA ROAD,HONOLULU,(808)988-0510,,"YARA, INC.","155 NORTH BERETANIA STREET, #1809",96817,TAKE OUT (RESTAURANT),,"2908 EAST MANOA ROAD
HONOLULU, HAWAII 96817
(21.309896289925604, -157.8102830454169)"
GOD'S GARDEN,1350 HUNAKAI STREET,HONOLULU,(808)737-3444,,WESLEY UNITED METHODIST CHURCH,1350 HUNAKAI STREET,96816,TAKE OUT (RESTAURANT),,"1350 HUNAKAI STREET
HONOLULU, HAWAII 96816
(21.28052481206089, -157.7873245469272)"
GARDEN VIEW FOODCOURT CALIFORNIA PIZZA KITCHEN,300 RODGERS BOULEVARD,HONOLULU,(808)836-2566,,HOST HONOLULU JOINT VENTURE COMPANY,300 RODGERS BOULEVARD,96819,TAKE OUT (RESTAURANT),,"300 RODGERS BOULEVARD
HONOLULU, HAWAII 96819
(21.335604930654792, -157.91871398519555)"
HANAPAA SUSHI,3221 WAIALAE AVENUE,HONOLULU,(808)733-5050,,"HANAPAA SUSHI CO., INC.",PO BOX 235870,96823,TAKE OUT (RESTAURANT),,"3221 WAIALAE AVENUE
HONOLULU, HAWAII 96823
(21.287044896773295, -157.80755929258643)"
GATE 12 TEQUILERIA,300 RODGERS BOULEVARD,HONOLULU,(808)836-2566,,HOST HONOLULU JOINT VENTURE COMPANY,300 RODGERS BOULEVARD,96819,TAKE OUT (RESTAURANT),,"300 RODGERS BOULEVARD
HONOLULU, HAWAII 96819
(21.335604930654792, -157.91871398519555)"
GOLDEN COIN BAKESHOP & RESTAURANT,1833 NORTH KING STREET,HONOLULU,(808)842-0866,,GU INDUSTRIAL & BUSINESS CORP.,"1833 NORTH KING STREET, 2ND FLOOR",96819,TAKE OUT (RESTAURANT),,"1833 NORTH KING STREET
HONOLULU, HAWAII 96819
(21.331444425359848, -157.87669917019903)"
"HALEIWA EATS, INC.",66-079 KAMEHAMEHA HIGHWAY,HALEIWA,(808)637-4247,,PEGGY & KENNETH USAMANONT,P O BOX 493,96712,TAKE OUT (RESTAURANT),,"66-079 KAMEHAMEHA HIGHWAY
HALEIWA, HAWAII 96712
(21.591123727550187, -158.1028057755515)"
H & T BURGER,"46-056 KAMEHAMEHA HIGHWAY, #F5B",KANEOHE,,,"PAK PACIFIC, INC.","98-711 IHO PLACE, #3-703",96701,TAKE OUT (RESTAURANT),,"46-056 KAMEHAMEHA HIGHWAY, #F5B
KANEOHE, HAWAII 96701
(21.38695000034238, -157.93232000026765)"
GRACE'S INN KAIMUKI,2919 KAPIOLANI BOULEVARD,HONOLULU,,,"GRACE'S DRIVE INN, INC.",1296 SOUTH BERETANIA STREET,96814,TAKE OUT (RESTAURANT),,"2919 KAPIOLANI BOULEVARD
HONOLULU, HAWAII 96814
(21.29250046711256, -157.84122311321215)"
GULICK DELICATESSEN,1512 GULICK AVENUE,HONOLULU,,,"C L L, INC.",1512 GULICK AVENUE,96819,TAKE OUT (RESTAURANT),,"1512 GULICK AVENUE
HONOLULU, HAWAII 96819
(21.337361964312606, -157.87307490242094)"
GRACE'S INN AIEA,98-820 MOANALUA ROAD,AIEA,,,"GRACE'S DRIVE INN, INC.",1296 SOUTH BERETANIA STREET,96814,TAKE OUT (RESTAURANT),,"98-820 MOANALUA ROAD
AIEA, HAWAII 96814
(21.390808672513913, -157.95057847490602)"
GREEK GRILL,2330 KALAKAUA AVENUE,HONOLULU,,,DIANE TO,"444 NAHUA STREET, #2101",96815,TAKE OUT (RESTAURANT),,"2330 KALAKAUA AVENUE
HONOLULU, HAWAII 96815
(21.277512083262707, -157.82709256706283)"
GRYLT,2752 WOODLAWN DRIVE,HONOLULU,(808)988-7832,,RICHARD CRAFT,2752 WOODLAWN DRIVE,96822,TAKE OUT (RESTAURANT),,"2752 WOODLAWN DRIVE
HONOLULU, HAWAII 96822
(21.30753646622156, -157.80978878181884)"
GOURMET EXPRESS,"4211 WAIALAE AVENUE, #F-1",HONOLULU,(808)732-7700,,C. Y. YAZAWA,"4211 WAIALAE AVENUE, #F-1",96816,TAKE OUT (RESTAURANT),,"4211 WAIALAE AVENUE, #F-1
HONOLULU, HAWAII 96816
(21.278465364613794, -157.78658710286317)"
H C DRIVE INN,94-210 LEOKANE STREET,WAIPAHU,,,"H C DRIVE INN, INC.",95-1062 MILIA STREET,96789,TAKE OUT (RESTAURANT),,"94-210 LEOKANE STREET
WAIPAHU, HAWAII 96789
(21.380295597991392, -158.01981727794183)"
HANAJUBAN,2005 KALIA ROAD,HONOLULU,,,"TWO HATSUHANA, INC.",2005 KALIA ROAD,96815,TAKE OUT (RESTAURANT),,"2005 KALIA ROAD
HONOLULU, HAWAII 96815
(21.283870290009872, -157.83558216701942)"
GRACE'S INN MAKIKI,1296 SOUTH BERETANIA STREET,HONOLULU,(808)593-2202,,"GRACE'S DRIVE INN, INC.",1296 SOUTH BERETANIA STREET,96814,TAKE OUT (RESTAURANT),,"1296 SOUTH BERETANIA STREET
HONOLULU, HAWAII 96814
(21.30082251026215, -157.84106803139815)"
GRYLT,2250 KALAKAUA AVENUE,HONOLULU,(808)924-7958,,"GRYLT WSP, LLC",1417 NEHOA STREET,96822,TAKE OUT (RESTAURANT),,"2250 KALAKAUA AVENUE
HONOLULU, HAWAII 96822
(21.279015470017683, -157.82878258917864)"
H & J CAFE,"1120 MAUNAKEA STREET, #124",HONOLULU,(808)842-4553,,HILARIO P. BETIONG,"2033 WILCOX LANE, #118",96819,TAKE OUT (RESTAURANT),,"1120 MAUNAKEA STREET, #124
HONOLULU, HAWAII 96819
(21.312531683083648, -157.86244491603463)"
GOOD TO GRILL CAFE,"1100 WARD AVENUE, 5TH FLOOR",HONOLULU,,,"GOOD TO GRILL RESTAURANTS, LLC","1050 ALA MOANA BOULEVARD, #2360",96814,TAKE OUT (RESTAURANT),,"1100 WARD AVENUE, 5TH FLOOR
HONOLULU, HAWAII 96814
(21.303043835674544, -157.84980044830266)"
H & T BURGERS (KAHEKA STREET),"801 KAHEKA STREET, #A6",HONOLULU,,,"PAK PACIFIC, INC.","801 KAHEKA STREET, #A6",96814,TAKE OUT (RESTAURANT),,"801 KAHEKA STREET, #A6
HONOLULU, HAWAII 96814
(21.29449263159467, -157.83899321795806)"
HALAWA KOREAN BBQ,99-1285 HALAWA VALLEY STREET,AIEA,(808)484-0088,,"HALAWA KOREAN BBQ, INC.",99-1285 HALAWA VALLEY STREET,96701,TAKE OUT (RESTAURANT),,"99-1285 HALAWA VALLEY STREET
AIEA, HAWAII 96701
(21.37436007259805, -157.90354393277363)"
HALAWA PLATE LUNCH,"99-927 IWAENA STREET, #107",AIEA,,,"SHEA'S, INC.","99-927 IWAENA STREET, #107",96701,TAKE OUT (RESTAURANT),,"99-927 IWAENA STREET, #107
AIEA, HAWAII 96701
(21.37434208615747, -157.912456214084)"
HALE O HONOLULU,1700 LANAKILA AVENUE,HONOLULU,,,KALIHI PALAMA COMMUNITY MENTAL HEALTH CENTER,1700 LANAKILA AVENUE,96817,TAKE OUT (RESTAURANT),,"1700 LANAKILA AVENUE
HONOLULU, HAWAII 96817
(21.32744244232947, -157.86135673637918)"
HAPPY CAFE & BAKERY HAWAII,"1120 MAUNAKEA STREET, #125",HONOLULU,,jandwrestaurant@gmail.com,"J AND W RESTAURANT, LLC","35 NORTH KUKUI STREET, #2303",96817,TAKE OUT (RESTAURANT),,"1120 MAUNAKEA STREET, #125
HONOLULU, HAWAII 96817
(21.312531683083648, -157.86244491603463)"
HELEMANO PLANTATION BAKE SHOP,64-1510 KAMEHAMEHA HIGHWAY,WAHIAWA,,,HELEMANO PLANTATION,64-1510 KAMEHAMEHA HIGHWAY,96786,TAKE OUT (RESTAURANT),,"64-1510 KAMEHAMEHA HIGHWAY
WAHIAWA, HAWAII 96786
(21.525593691768126, -158.03865487336603)"
HEIGHTS COFFEE SHOP & DRIVE IN,99-128 AIEA HEIGHTS DRIVE #101,AIEA,(808)487-8884,,"THE HEIGHTS, INC.",99-128 AIEA HEIGHTS DRIVE #101,96701,TAKE OUT (RESTAURANT),,"99-128 AIEA HEIGHTS DRIVE #101
AIEA, HAWAII 96701
(21.379432248843273, -157.92999299365536)"
HANK'S HAUTE DOGS,324 CORAL STREET,HONOLULU,(808)532-4269,,"BEACH DREAMS, LLC",324 CORAL STREET,96813,TAKE OUT (RESTAURANT),,"324 CORAL STREET
HONOLULU, HAWAII 96813
(21.2976029373973, -157.86124881773566)"
HEIDI'S DELI & CATERING,"900 FORT STREET MALL, #130",HONOLULU,(808)426-0007,,"B & Y HAWAII, LLC","900 FORT STREET MALL, #130",96813,TAKE OUT (RESTAURANT),,"900 FORT STREET MALL, #130
HONOLULU, HAWAII 96813
(21.309024327169368, -157.86246290247522)"
HAWAIIAN TACO,56-931 KAMEHAMEHA HIGHWAY,KAHUKU,,,RALPH CUEVAS,"134 KAPAHULU AVENUE, #510",96815,TAKE OUT (RESTAURANT),,"56-931 KAMEHAMEHA HIGHWAY
KAHUKU, HAWAII 96815
(21.690328298747424, -157.96949245685687)"
HARBOR DRIVE INN,"98-025 HEKAHA STREET, #14",AIEA,(808)485-1940,,HARBOR DRIVE INN LLC,"98-025 HEKAHA STREET, #14",96701,TAKE OUT (RESTAURANT),,"98-025 HEKAHA STREET, #14
AIEA, HAWAII 96701
(21.38470577046667, -157.95146535490892)"
HAWAIIANA CAFÉ,"260 BEACHWALK, #101",HONOLULU,,,YONG S. YI,"1420 VICTORIA STREET, #701",96822,TAKE OUT (RESTAURANT),,"260 BEACHWALK, #101
HONOLULU, HAWAII 96822
(21.307329999679894, -157.8283499999524)"
HARBOR SNACK SHOP,"98-023 HEKAHA STREET, #1, BLDG. 6",AIEA,(808)484-1212,,KAP SUK YOUN / BYOUNG SEO YOUN,"98-023 HEKAHA STREET, #1, BLDG. 6",96701,TAKE OUT (RESTAURANT),,"98-023 HEKAHA STREET, #1, BLDG. 6
AIEA, HAWAII 96701
(21.38468463639253, -157.95147662641514)"
HAWAIIAN FLEX CAFÉ,"1 ALOHA TOWER DRIVE, #1129",HONOLULU,(808)537-1131,,"KAMA CONSULTANTS, LLC","1 ALOHA TOWER DRIVE, #15",96813,TAKE OUT (RESTAURANT),,"1 ALOHA TOWER DRIVE, #1129
HONOLULU, HAWAII 96813
(21.30721668989048, -157.8650619431399)"
HI TOWN CAFÉ,"1 ALOHA TOWER DRIVE, #101",HONOLULU,(808)585-8008,,PJD ENTERPRISES,"1 ALOHA TOWER DRIVE, MAILBOX #10",96813,TAKE OUT (RESTAURANT),,"1 ALOHA TOWER DRIVE, #101
HONOLULU, HAWAII 96813
(21.30721668989048, -157.8650619431399)"
HAWAII'S PLANTATION VILLAGE,94-695 WAIPAHU STREET,WAIPAHU,(808)677-0110,hpv.waipahu@hawaiiantel.net,FRIENDS OF WAIPAHU CULTURAL GARDEN PARK,94-695 WAIPAHU STREET,96797,TAKE OUT (RESTAURANT),,"94-695 WAIPAHU STREET
WAIPAHU, HAWAII 96797
(21.38588938101367, -158.0122629728957)"
HANK'S HAUTE DOGS,"2330 KALAKAUA AVENUE, #101-C",HONOLULU,,HANK@HANKSHAUTEDOGS.COM,"BEACH DREAMS, LLC","3350 SIERRA DRIVE, #702",96816,TAKE OUT (RESTAURANT),,"2330 KALAKAUA AVENUE, #101-C
HONOLULU, HAWAII 96816
(21.277512083262707, -157.82709256706283)"
HANAPA'A SUSHI WAIMALU,98-1264 KAAHUMANU STREET,PEARL CITY,(808)483-3666,,HANAPA'A SUSHI WAIMALU,"1521 ALEXANDER STREET, #1702",96822,TAKE OUT (RESTAURANT),,"98-1264 KAAHUMANU STREET
PEARL CITY, HAWAII 96822
(21.39008022167019, -157.95337536641716)"
HAUULA KOREAN BBQ,54-295 KAMEHAMEHA HIGHWAY,HAUULA,(808)293-8404,,"YOU HUI, INC.",54-295 KAMEHAMEHA HIGHWAY,96717,TAKE OUT (RESTAURANT),,"54-295 KAMEHAMEHA HIGHWAY
HAUULA, HAWAII 96717
(21.619231083265575, -157.91484600906102)"
"ICE PALACE, THE",4510 SALT LAKE BOULEVARD,HONOLULU,(808)487-9921,,DOUGLAS S. TAYLOR,4510 SALT LAKE BOULEVARD,96818,TAKE OUT (RESTAURANT),,"4510 SALT LAKE BOULEVARD
HONOLULU, HAWAII 96818
(21.364548469258352, -157.92850011908672)"
HONOLULU CAFE,741 BISHOP STREET,HONOLULU,(808)533-1555,,CHAE WON KIM,741 BISHOP STREET,96813,TAKE OUT (RESTAURANT),,"741 BISHOP STREET
HONOLULU, HAWAII 96813
(21.307236139172403, -157.8632288240396)"
IMARI BENTO,"1151 MAPUNAPUNA STREET, #W-1",HONOLULU,(808)551-4681,,"IMARI FOOD SERVICE, INC.","1151 MAPUNAPUNA STREET, #W-1",96819,TAKE OUT (RESTAURANT),,"1151 MAPUNAPUNA STREET, #W-1
HONOLULU, HAWAII 96819
(21.346795852399964, -157.89636734297983)"
HULA BOBA,1145 MAUNAKEA STREET,HONOLULU,(808)682-8000,MARYSIU@FAMILYFOODHAWAII.COM,PETER CHANG,1043 OPAKAPAKA STREET,96707,TAKE OUT (RESTAURANT),,"1145 MAUNAKEA STREET
HONOLULU, HAWAII 96707
(21.342720000327915, -158.08328999973355)"
IGE'S HALAWA,99-1086 IWAENA STREET,AIEA,,,KEIKI LUNCH CO.,99-1086 IWAENA STREET,96701,TAKE OUT (RESTAURANT),,"99-1086 IWAENA STREET
AIEA, HAWAII 96701
(21.377705550547034, -157.9098841530802)"
HOLE IN THE WALL,"1154 FORT STREET MALL, GROUND FLOOR",HONOLULU,(808)532-9911,,"ALL NIGHT ENTERPRISES, INC.","1154 FORT STREET MALL, GROUND FLOOR",96813,TAKE OUT (RESTAURANT),,"1154 FORT STREET MALL, GROUND FLOOR
HONOLULU, HAWAII 96813
(21.310742032245344, -157.86009768553816)"
HONOLULU BURGER COMPANY,1295 SOUTH BERETANIA STREET,HONOLULU,(808)626-5202,ken@honoluluburgerco.com,"HNL BURGER, LLC",1295 SOUTH BERETANIA STREET,96814,TAKE OUT (RESTAURANT),,"1295 SOUTH BERETANIA STREET
HONOLULU, HAWAII 96814
(21.300867476363635, -157.84131984156636)"
HONOLULU COFFEE CO.,120 KAIULANI AVENUE,HONOLULU,(808)306-6363,,HC RETAIL LLC,1450 ALA MOANA BOULEVARD,96815,TAKE OUT (RESTAURANT),,"120 KAIULANI AVENUE
HONOLULU, HAWAII 96815
(21.276935128821773, -157.8256297747804)"
HOT DOG ON A STICK,"46-056 KAMEHAMEHA HIGHWAY, #F-2",KANEOHE,(800)321-8400,,HDOS ENTERPRISES,5942 PRIESTLY DRIVE,92008,TAKE OUT (RESTAURANT),,"46-056 KAMEHAMEHA HIGHWAY, #F-2
KANEOHE, CALIFORNIA 92008
(33.154099999715356, -117.33099999984995)"
HONOLULU COFFEE CO.,1001 BISHOP STREET,HONOLULU,(808)521-4400,,"HC RETAIL, LLC","1450 ALA MOANA BOULEVARD, #3066",96814,TAKE OUT (RESTAURANT),,"1001 BISHOP STREET
HONOLULU, HAWAII 96814
(21.30840938747909, -157.86148231140302)"
HOG ISLAND,"1137 11TH AVENUE, #102",HONOLULU,(808)388-7784,WKAUPII@YAHOO.COM,"MEMPHIS ISLAND, LLC",1161 KAHILI STREET,96734,TAKE OUT (RESTAURANT),,"1137 11TH AVENUE, #102
HONOLULU, HAWAII 96734
(21.282602245948567, -157.8002747841491)"
HOKKAIDO NOODLE HOUSE,"2330 KALAKAUA AVENUE, #FC103",HONOLULU,,,DAVID GIANG,3241 DUVAL STREET,96815,TAKE OUT (RESTAURANT),,"2330 KALAKAUA AVENUE, #FC103
HONOLULU, HAWAII 96815
(21.277512083262707, -157.82709256706283)"
HONOLULU COUNTRY CLUB - MEMBER'S GRILL ROOM,1690 ALA PUUMALU STREET,HONOLULU,,,"HONOLULU COUNTRY CLUB, LLC",1690 ALA PUUMALU STREET,96818,TAKE OUT (RESTAURANT),,"1690 ALA PUUMALU STREET
HONOLULU, HAWAII 96818
(21.3549277653841, -157.90367545555907)"
HYATT PLACE WAIKIKI BEACH HOTEL (RESTAURANT),175 PAOAKALANI AVENUE,HONOLULU,,,"CHARTRES LODGING GROUP, LLC","765 AMANA STREET, #303",96814,TAKE OUT (RESTAURANT),,"175 PAOAKALANI AVENUE
HONOLULU, HAWAII 96814
(21.273492113791747, -157.82167864844646)"
HONOLULU JUICE CO.,932 WARD AVENUE,HONOLULU,(808)782-1175,CLIFFDAVIS@HAWAII.RR.COM,CYNTHIA & CLIFF DAVIS & CHRIS BLACK,"60 NORTH BERETANIA STREET, #1808",96817,TAKE OUT (RESTAURANT),,"932 WARD AVENUE
HONOLULU, HAWAII 96817
(21.301748811952336, -157.85044796016376)"
HYATT REGENCY WAIKIKI HYATT ON THE BEACH,"2453 KALAKAUA AVENUE, #B",HONOLULU,,,AZABU,"2453 KALAKAUA AVENUE, #B",96815,TAKE OUT (RESTAURANT),,"2453 KALAKAUA AVENUE, #B
HONOLULU, HAWAII 96815
(21.275029954461843, -157.82469137724462)"
ILIMA RESTAURANT & CATERING,852 MAPUNAPUNA STREET,HONOLULU,,,"AIEA DRIVE INN, INC.",852 MAPUNAPUNA STREET,96819,TAKE OUT (RESTAURANT),,"852 MAPUNAPUNA STREET
HONOLULU, HAWAII 96819
(21.34204743208528, -157.8993620853374)"
HOONS CORPORATION,150 KAPAHULU AVENUE,HONOLULU,,,HOONS CORPORATION,150 KAPAHULU AVENUE,96815,TAKE OUT (RESTAURANT),,"150 KAPAHULU AVENUE
HONOLULU, HAWAII 96815
(21.271729442614344, -157.82130093319415)"
IOLANI SCHOOL (SODEXO),563 KAMOKU STREET,HONOLULU,,,IOLANI SCHOOL,563 KAMOKU STREET,96826,TAKE OUT (RESTAURANT),,"563 KAMOKU STREET
HONOLULU, HAWAII 96826
(21.286347176348407, -157.82475281350472)"
ISLANDER DRIVE INN,"935 CALIFORNIA AVENUE, #B-14",WAHIAWA,(808)621-8881,,"CENTURY INTERNATIONAL TRADING, INC.","935 CALIFORNIA AVENUE, #B-14",96786,TAKE OUT (RESTAURANT),,"935 CALIFORNIA AVENUE, #B-14
WAHIAWA, HAWAII 96786
(21.497881953322405, -158.02494341350885)"
IN AND OUT B-BQ AND SUSHI,86-120 FARRINGTON HIGHWAY,WAIANAE,(808)696-3535,,MI JA KIM,86-120 FARRINGTON HIGHWAY,96792,TAKE OUT (RESTAURANT),,"86-120 FARRINGTON HIGHWAY
WAIANAE, HAWAII 96792
(21.435344006284552, -158.18472690861964)"
INTERISLAND TERMINAL ISLAND BREWS,300 RODGERS BOULEVARD,HONOLULU,(808)836-2566,,HOST HONOLULU JOINT VENTURE COMPANY,300 RODGERS BOULEVARD,96819,TAKE OUT (RESTAURANT),,"300 RODGERS BOULEVARD
HONOLULU, HAWAII 96819
(21.335604930654792, -157.91871398519555)"
INTERISLAND TERMINAL LAHAINA CHICKEN CO.,300 RODGERS BOULEVARD,HONOLULU,,,HOST HONOLULU JOINT VENTURE COMPANY,300 RODGERS BOULEVARD,96819,TAKE OUT (RESTAURANT),,"300 RODGERS BOULEVARD
HONOLULU, HAWAII 96819
(21.335604930654792, -157.91871398519555)"
INDIA CAFÉ KAILUA,"600 KAILUA ROAD, #129",KAILUA,(808)262-1800,indiacafe@msn.com,"INDIA CAFÉ, LLC","600 KAILUA ROAD, #129",96734,TAKE OUT (RESTAURANT),,"600 KAILUA ROAD, #129
KAILUA, HAWAII 96734
(21.39376744199035, -157.74107241496029)"
ISLAND MANAPUA FACTORY (MANOA),2752 WOODLAWN DRIVE,HONOLULU,(808)988-5441,,REGAL FOOD INC.,3040A UALENA STREET,96819,TAKE OUT (RESTAURANT),,"2752 WOODLAWN DRIVE
HONOLULU, HAWAII 96819
(21.30753646622156, -157.80978878181884)"
ISLAND SUB & BURGER,"2752 WOODLAWN DRIVE, #5-118",HONOLULU,(808)988-2685,,J 1ST CORP,"2752 WOODLAWN DRIVE, #5-118",96822,TAKE OUT (RESTAURANT),,"2752 WOODLAWN DRIVE, #5-118
HONOLULU, HAWAII 96822
(21.30753646622156, -157.80978878181884)"
ISLAND VINTAGE COFFEE,"2301 KALAKAUA AVENUE, #C215",HONOLULU,(808)926-5662,,IVC CORP.,"2301 KALAKAUA AVENUE, #C215",96815,TAKE OUT (RESTAURANT),,"2301 KALAKAUA AVENUE, #C215
HONOLULU, HAWAII 96815
(21.277646981567102, -157.82732639079046)"
ISLANDER DRIVE INN,848 ALA LILIKOI STREET,HONOLULU,(808)833-8311,willyung@yahoo.com,"CENTURY INTERNATIONAL TRADING, INC.","848 ALA LILIKOI STREET, #106",96818,TAKE OUT (RESTAURANT),,"848 ALA LILIKOI STREET
HONOLULU, HAWAII 96818
(21.344754391393508, -157.91304976662335)"
IT'S GOOD & HEALTHY CAFÉ,"212 MERCHANT STREET, #3",HONOLULU,,,JOHN KALOUSTIAN,"212 MERCHANT STREET, #3",96813,TAKE OUT (RESTAURANT),,"212 MERCHANT STREET, #3
HONOLULU, HAWAII 96813
(21.30734138888641, -157.86130533345838)"
ISLAND STYLE BBQ CORP.,2011 NORTH KING STREET,HONOLULU,(808)945-3962,,ISLAND STYLE BBQ CORP.,1536 DOMINIS STREET,96822,TAKE OUT (RESTAURANT),,"2011 NORTH KING STREET
HONOLULU, HAWAII 96822
(21.332515099866775, -157.878672251003)"
INTERNATIONAL ARRIVAL BUILDING SNACK BAR,300 RODGERS BOULEVARD,HONOLULU,,,HOST HONOLULU JOINT VENTURE COMPANY,300 RODGERS BOULEVARD,96819,TAKE OUT (RESTAURANT),,"300 RODGERS BOULEVARD
HONOLULU, HAWAII 96819
(21.335604930654792, -157.91871398519555)"
INSOMNIA EXPRESSO COFFEE,669 AUAHI STREET,HONOLULU,(808)545-4160,,LETHU T. HOANG,669 AUAHI STREET,96813,TAKE OUT (RESTAURANT),,"669 AUAHI STREET
HONOLULU, HAWAII 96813
(21.298603618606272, -157.86112997200047)"
INTERISLAND TERMINAL CHOW MEIN EXPRESS,300 RODGERS BOULEVARD,HONOLULU,,,HOST HONOLULU JOINT VENTURE COMPANY,300 RODGERS BOULEVARD,96819,TAKE OUT (RESTAURANT),,"300 RODGERS BOULEVARD
HONOLULU, HAWAII 96819
(21.335604930654792, -157.91871398519555)"
INTERISLAND TERMINAL BURGER KING,300 RODGERS BOULEVARD,HONOLULU,,,HOST HONOLULU JOINT VENTURE COMPANY,300 RODGERS BOULEVARD,96819,TAKE OUT (RESTAURANT),,"300 RODGERS BOULEVARD
HONOLULU, HAWAII 96819
(21.335604930654792, -157.91871398519555)"
ISLAND MANAPUA FACTORY,811 GULICK AVENUE,HONOLULU,(808)847-2677,,"REGAL FOODS, INC.",3040A UALENA STREET,96819,TAKE OUT (RESTAURANT),,"811 GULICK AVENUE
HONOLULU, HAWAII 96819
(21.33250562535443, -157.8804853159424)"
ISLAND SNOW,130 KAILUA ROAD,KAILUA,(808)263-6339,,"KODAMA, INC.",P O BOX 364,96734,TAKE OUT (RESTAURANT),,"130 KAILUA ROAD
KAILUA, HAWAII 96734
(21.396636279263817, -157.7309100760292)"
IYASUME - MUSUBI & BENTO EXPRESS,1518-B MAKALOA STREET,HONOLULU,(808)941-0168,,TONSUKE CORPORATION,1518-B MAKALOA STREET,96814,TAKE OUT (RESTAURANT),,"1518-B MAKALOA STREET
HONOLULU, HAWAII 96814
(21.29374484589158, -157.84203030596953)"
J. W. MARRIOTT IHILANI RESORT & SPA POOLSIDE BAR & GRILL,92-1001 OLANI STREET,KAPOLEI,,,"MARRIOTT HOTEL SERVICES, INC.",92-1001 OLANI STREET,96707,TAKE OUT (RESTAURANT),,"92-1001 OLANI STREET
KAPOLEI, HAWAII 96707
(21.339802000781116, -158.12499581838765)"
JACK IN THE BOX #8233,98-384 KAMEHAMEHA HIGHWAY,PEARL CITY,(808)487-8404,,SCANLAN MANAGEMENT LLC,"4510 SALT LAKE BOULEVARD, #D-14",96818,TAKE OUT (RESTAURANT),,"98-384 KAMEHAMEHA HIGHWAY
PEARL CITY, HAWAII 96818
(21.35042000018302, -157.9201300001992)"
